"","survey_id","site","species","n","range","time","minutes","seconds","days.x","...10","...11","fid","id","weather","start_time","habitat","dom_veg","patch_id","elevation","days.y","sector","start_time_padded","start_time.dec","pres","days"
"14","Camas_gorm_idk","Camas_gorm_idk","willow_warbler",2,33.3,1.35,1,21,40,NA,NA,109,NA,"Cloudy, warm, breeze",1341,"5","Oak, birch, alder",NA,124,NA,"Inninmoore","1341",13.6833333333333,1,40
"15","Camas_gorm_idk","Camas_gorm_idk","coal_tit",1,21.8,2.43333333333333,2,26,40,NA,NA,109,NA,"Cloudy, warm, breeze",1341,"5","Oak, birch, alder",NA,124,NA,"Inninmoore","1341",13.6833333333333,1,40
"16","Camas_gorm_idk","Camas_gorm_idk","tree_pipit",1,13.4,5.61666666666667,5,37,40,NA,NA,109,NA,"Cloudy, warm, breeze",1341,"5","Oak, birch, alder",NA,124,NA,"Inninmoore","1341",13.6833333333333,1,40
"17","Camas_gorm_idk","Camas_gorm_idk","chaffinch",2,28.2,8.23333333333333,8,14,40,NA,NA,109,NA,"Cloudy, warm, breeze",1341,"5","Oak, birch, alder",NA,124,NA,"Inninmoore","1341",13.6833333333333,1,40
"18","Camas_gorm_idk","Camas_gorm_idk","willow_warbler",1,41.4,25.9,25,54,40,NA,NA,109,NA,"Cloudy, warm, breeze",1341,"5","Oak, birch, alder",NA,124,NA,"Inninmoore","1341",13.6833333333333,1,40
"19","Camas_gorm_idk2","Camas_gorm_idk2","willow_warbler",1,8,5.26666666666667,5,16,40,NA,NA,110,NA,"Overcast, mild, still",1430,"5","Iak, bracken  blaeberry",NA,101,NA,"Inninmoore","1430",14.5,1,40
"20","Camas_gorm_idk2","Camas_gorm_idk2","willow_warbler",1,8,5.26666666666667,5,16,40,NA,NA,111,NA,"Overcast, mild, still",1430,"5","Iak, bracken  blaeberry",NA,101,NA,"Inninmoore","1430",14.5,1,40
"21","Camas_gorm_idk2","Camas_gorm_idk2","great_spotted_woodpecker",1,22.8,18.1666666666667,18,10,40,NA,NA,110,NA,"Overcast, mild, still",1430,"5","Iak, bracken  blaeberry",NA,101,NA,"Inninmoore","1430",14.5,1,40
"22","Camas_gorm_idk2","Camas_gorm_idk2","great_spotted_woodpecker",1,22.8,18.1666666666667,18,10,40,NA,NA,111,NA,"Overcast, mild, still",1430,"5","Iak, bracken  blaeberry",NA,101,NA,"Inninmoore","1430",14.5,1,40
"23","Clounlaid_1","Clounlaid_1","willow_warbler",1,71.7,29.45,29,27,22,NA,NA,68,NA,"Overcast fog still",603,"3","Molinia, birch, ling",NA,186,NA,"Clounlaid","0603",6.05,1,22
"24","Clounlaid_1","Clounlaid_1","meadow_pipit",2,63,15.4833333333333,15,29,22,NA,NA,68,NA,"Overcast fog still",603,"3","Molinia, birch, ling",NA,186,NA,"Clounlaid","0603",6.05,1,22
"25","Clounlaid_1","Clounlaid_1","meadow_pipit",1,49.5,4.4,4,24,22,NA,NA,68,NA,"Overcast fog still",603,"3","Molinia, birch, ling",NA,186,NA,"Clounlaid","0603",6.05,1,22
"26","Clounlaid_1","Clounlaid_1","meadow_pipit",1,25.6,2.16666666666667,2,10,22,NA,NA,68,NA,"Overcast fog still",603,"3","Molinia, birch, ling",NA,186,NA,"Clounlaid","0603",6.05,1,22
"27","Clounlaid_2","Clounlaid_2","meadow_pipit",1,NA,3.28333333333333,3,17,22,NA,NA,69,NA,"Overcast, breeze",645,"3","Birch, molinia, ling",NA,180,NA,"Clounlaid","0645",6.75,1,22
"28","Clounlaid_3","Clounlaid_3","willow_warbler",1,86.7,10.5,10,30,22,NA,NA,70,NA,"Cloudy, mild, still, dry",818,"3","Molinia, ling, birch",NA,199,NA,"Clounlaid","0818",8.3,1,22
"29","Clounlaid_3","Clounlaid_3","willow_warbler",1,14.6,23.4166666666667,23,25,22,NA,NA,70,NA,"Cloudy, mild, still, dry",818,"3","Molinia, ling, birch",NA,199,NA,"Clounlaid","0818",8.3,1,22
"30","Clounlaid_4","Clounlaid_4","meadow_pipit",1,55.8,22.4333333333333,22,26,22,NA,NA,74,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"31","Clounlaid_4","Clounlaid_4","meadow_pipit",1,55.8,22.4333333333333,22,26,22,NA,NA,71,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"32","Clounlaid_4","Clounlaid_4","meadow_pipit",1,55.8,22.4333333333333,22,26,22,NA,NA,72,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"33","Clounlaid_4","Clounlaid_4","willow_warbler",2,13,1.3,1,18,22,NA,NA,74,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"34","Clounlaid_4","Clounlaid_4","willow_warbler",2,13,1.3,1,18,22,NA,NA,71,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"35","Clounlaid_4","Clounlaid_4","willow_warbler",2,13,1.3,1,18,22,NA,NA,72,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"36","Clounlaid_4","Clounlaid_4","siskin",1,NA,20.6333333333333,20,38,22,NA,NA,74,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"37","Clounlaid_4","Clounlaid_4","siskin",1,NA,20.6333333333333,20,38,22,NA,NA,71,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"38","Clounlaid_4","Clounlaid_4","siskin",1,NA,20.6333333333333,20,38,22,NA,NA,72,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"39","Clounlaid_4","Clounlaid_4","meadow_pipit",1,59.3,4.63333333333333,4,38,22,NA,NA,74,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"40","Clounlaid_4","Clounlaid_4","meadow_pipit",1,59.3,4.63333333333333,4,38,22,NA,NA,71,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"41","Clounlaid_4","Clounlaid_4","meadow_pipit",1,59.3,4.63333333333333,4,38,22,NA,NA,72,NA,"Sun, breeze, clouds, warm",1921,"3","Molinia, ling, birch",NA,203,NA,"Clounlaid","1921",19.35,1,22
"42","Clounlaid_5","Clounlaid_5","meadow_pipit",2,89.6,19.7666666666667,19,46,22,NA,NA,75,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"43","Clounlaid_5","Clounlaid_5","meadow_pipit",2,89.6,19.7666666666667,19,46,22,NA,NA,73,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"44","Clounlaid_5","Clounlaid_5","redpoll",1,NA,16.75,16,45,22,NA,NA,75,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"45","Clounlaid_5","Clounlaid_5","redpoll",1,NA,16.75,16,45,22,NA,NA,73,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"46","Clounlaid_5","Clounlaid_5","meadow_pipit",1,NA,7.81666666666667,7,49,22,NA,NA,75,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"47","Clounlaid_5","Clounlaid_5","meadow_pipit",1,NA,7.81666666666667,7,49,22,NA,NA,73,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"48","Clounlaid_5","Clounlaid_5","willow_warbler",1,44.5,14.9,14,54,22,NA,NA,75,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"49","Clounlaid_5","Clounlaid_5","willow_warbler",1,44.5,14.9,14,54,22,NA,NA,73,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"50","Clounlaid_5","Clounlaid_5","meadow_pipit",1,24.8,9.01666666666667,9,1,22,NA,NA,75,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"51","Clounlaid_5","Clounlaid_5","meadow_pipit",1,24.8,9.01666666666667,9,1,22,NA,NA,73,NA,"Overcast, wind",2005,"3","Molinia  ling, birch, rowan",NA,205,NA,"Clounlaid","2005",20.0833333333333,1,22
"52","Open_16","Open_16","golden_plover",3,102.3,16.6,16,36,39,NA,NA,101,NA,"Clear, breeze",1931,"1","Molinia",NA,210,NA,"Tearnait","1931",19.5166666666667,1,39
"53","Open_16","Open_16","skylark",1,99.8,2.35,2,21,39,NA,NA,101,NA,"Clear, breeze",1931,"1","Molinia",NA,210,NA,"Tearnait","1931",19.5166666666667,1,39
"54","Open_16","Open_16","golden_plover",3,81.6,9.75,9,45,39,NA,NA,101,NA,"Clear, breeze",1931,"1","Molinia",NA,210,NA,"Tearnait","1931",19.5166666666667,1,39
"55","Open_16","Open_16","hen_harrier",1,107.5,11.4,11,24,39,NA,NA,101,NA,"Clear, breeze",1931,"1","Molinia",NA,210,NA,"Tearnait","1931",19.5166666666667,1,39
"56","Open_16","Open_16","skylark",1,79.4,1.05,1,3,39,NA,NA,101,NA,"Clear, breeze",1931,"1","Molinia",NA,210,NA,"Tearnait","1931",19.5166666666667,1,39
"57","Open_16","Open_16","skylark",2,208,3,3,0,39,NA,NA,101,NA,"Clear, breeze",1931,"1","Molinia",NA,210,NA,"Tearnait","1931",19.5166666666667,1,39
"58","Open_18","Open_18","meadow_pipit",1,48.7,9,9,0,1,NA,NA,7,NA,"Overcast, showery",735,"1","Milinia, some heath",NA,NA,NA,"Clounlaid","0735",7.58333333333333,1,1
"59","Open_18","Open_18","skylark",1,39.4,29,29,0,1,NA,NA,7,NA,"Overcast, showery",735,"1","Milinia, some heath",NA,NA,NA,"Clounlaid","0735",7.58333333333333,1,1
"60","Open_18","Open_18","skylark",2,117.3,12,12,0,1,NA,NA,7,NA,"Overcast, showery",735,"1","Milinia, some heath",NA,NA,NA,"Clounlaid","0735",7.58333333333333,1,1
"61","Open_18","Open_18","meadow_pipit",2,324,3,3,0,1,NA,NA,7,NA,"Overcast, showery",735,"1","Milinia, some heath",NA,NA,NA,"Clounlaid","0735",7.58333333333333,1,1
"62","Open_18","Open_18","meadow_pipit",2,13.3,20,20,0,1,NA,NA,7,NA,"Overcast, showery",735,"1","Milinia, some heath",NA,NA,NA,"Clounlaid","0735",7.58333333333333,1,1
"63","Open_18","Open_18","skylark",1,67.5,8,8,0,1,NA,NA,7,NA,"Overcast, showery",735,"1","Milinia, some heath",NA,NA,NA,"Clounlaid","0735",7.58333333333333,1,1
"64","Open_18_1","Open_18_1","skylark",2,NA,12,12,0,1,NA,NA,8,NA,"Gusty clear sky",853,"1","Deer grass molinia",NA,NA,NA,"Clounlaid","0853",8.88333333333333,1,1
"65","Open_18_1","Open_18_1","skylark",1,5,4,4,0,1,NA,NA,8,NA,"Gusty clear sky",853,"1","Deer grass molinia",NA,NA,NA,"Clounlaid","0853",8.88333333333333,1,1
"66","Open_18_1","Open_18_1","meadow_pipit",1,80.8,17,17,0,1,NA,NA,8,NA,"Gusty clear sky",853,"1","Deer grass molinia",NA,NA,NA,"Clounlaid","0853",8.88333333333333,1,1
"68","Open_20","Open_20","skylark",1,47.4,7.53333333333333,7,32,9,NA,NA,31,NA,"Gusty, overcast, dry",1653,"1","Molinia, ling",NA,350,NA,"Clounlaid","1653",16.8833333333333,1,9
"69","Open_20","Open_20","skylark",2,149.1,21.7166666666667,21,43,9,NA,NA,31,NA,"Gusty, overcast, dry",1653,"1","Molinia, ling",NA,350,NA,"Clounlaid","1653",16.8833333333333,1,9
"70","Open_29","Open_29","meadow_pipit",1,116.7,16.5333333333333,16,32,29,NA,NA,90,NA,"Breeze,  sun, mild",1751,"1","Molinia",NA,121,NA,"Tearnait","1751",17.85,1,29
"71","Open_29","Open_29","meadow_pipit",1,80.4,4.85,4,51,29,NA,NA,90,NA,"Breeze,  sun, mild",1751,"1","Molinia",NA,121,NA,"Tearnait","1751",17.85,1,29
"72","Open_30","Open_30","skylark",1,113.3,14.1166666666667,14,7,29,NA,NA,88,NA,"Sun, gusts, mild",1436,"1","Molinia",NA,143,NA,"Tearnait","1436",14.6,1,29
"73","Open_30","Open_30","meadow_pipit",1,165,20.2833333333333,20,17,29,NA,NA,88,NA,"Sun, gusts, mild",1436,"1","Molinia",NA,143,NA,"Tearnait","1436",14.6,1,29
"74","Open_30","Open_30","meadow_pipit",1,177.9,4.2,4,12,29,NA,NA,88,NA,"Sun, gusts, mild",1436,"1","Molinia",NA,143,NA,"Tearnait","1436",14.6,1,29
"75","Open_33","Open_33","golden_plover",1,486,5.35,5,21,16,NA,NA,55,NA,"Clear, wind, warm",700,"1","Molinua, deer rass,vgrey moss",NA,459,NA,"Clounlaid","0700",7,1,16
"76","Open_33","Open_33","meadow_pipit",3,61.8,21.15,21,9,16,NA,NA,55,NA,"Clear, wind, warm",700,"1","Molinua, deer rass,vgrey moss",NA,459,NA,"Clounlaid","0700",7,1,16
"77","Open_33","Open_33","meadow_pipit",2,558,9.05,9,3,16,NA,NA,55,NA,"Clear, wind, warm",700,"1","Molinua, deer rass,vgrey moss",NA,459,NA,"Clounlaid","0700",7,1,16
"78","Open_49","Open_49","skylark",1,54.9,25.7666666666667,25,46,9,NA,NA,30,NA,"Windy, sun, clouds",1513,"1","Deer grass, mosss, molinia, bell heather",NA,356,NA,"Clounlaid","1513",15.2166666666667,1,9
"79","Open_58","Open_58","greenshank",1,89.5,0.483333333333333,0,29,39,NA,NA,100,NA,"Clear, breeze, warm",1842,"1","Molinia",NA,204,NA,"Tearnait","1842",18.7,1,39
"80","Open_58","Open_58","meadow_pipit",1,NA,7.63333333333333,7,38,39,NA,NA,100,NA,"Clear, breeze, warm",1842,"1","Molinia",NA,204,NA,"Tearnait","1842",18.7,1,39
"81","Open_58","Open_58","skylark",2,62.6,25.05,25,3,39,NA,NA,100,NA,"Clear, breeze, warm",1842,"1","Molinia",NA,204,NA,"Tearnait","1842",18.7,1,39
"82","Open_60","Open_60","skylark",2,383,26.0666666666667,26,4,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"83","Open_60","Open_60","skylark",1,58.2,25.4,25,24,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"84","Open_60","Open_60","sparrow_hawk",1,2,18.85,18,51,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"85","Open_60","Open_60","skylark",1,NA,3.25,3,15,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"86","Open_60","Open_60","skylark",1,48.5,29.2333333333333,29,14,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"88","Open_60","Open_60","meadow_pipit",2,54.5,0.733333333333333,0,44,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"89","Open_60","Open_60","meadow_pipit",1,74.7,27.8,27,48,9,NA,NA,33,NA,"Sun, wind, mild",2038,"1","Molinia, ling, deer grass",NA,309,NA,"Clounlaid","2038",20.6333333333333,1,9
"91","Open_62","Open_62","meadow_pipit",3,7.5,14.15,14,9,6,NA,NA,23,NA,"Sun, breeze, mild",1814,"1","Ling, moliona, deer grass",NA,NA,NA,"Rahoy","1814",18.2333333333333,1,6
"92","Open_62","Open_62","meadow_pipit",3,7.5,14.15,14,9,6,NA,NA,89,NA,"Gusts, sun,mild",1626,"1","Molinia, ling",NA,235,NA,"Tearnait","1626",16.4333333333333,1,6
"93","Open_62","Open_62","skylark",1,NA,25.6333333333333,25,38,6,NA,NA,23,NA,"Sun, breeze, mild",1814,"1","Ling, moliona, deer grass",NA,NA,NA,"Rahoy","1814",18.2333333333333,1,6
"94","Open_62","Open_62","skylark",1,NA,25.6333333333333,25,38,6,NA,NA,89,NA,"Gusts, sun,mild",1626,"1","Molinia, ling",NA,235,NA,"Tearnait","1626",16.4333333333333,1,6
"95","Open_67","Open_67","meadow_pipit",1,109.2,20.5,20,30,6,NA,NA,21,NA,"Clear sky, windy, chilly",1428,"1","Molinia, ling, deer grass",NA,NA,NA,"Rahoy","1428",14.4666666666667,1,6
"96","Open_67","Open_67","raven",2,1208,10.3333333333333,10,20,6,NA,NA,21,NA,"Clear sky, windy, chilly",1428,"1","Molinia, ling, deer grass",NA,NA,NA,"Rahoy","1428",14.4666666666667,1,6
"97","Open_67","Open_67","meadow_pipit",2,37.6,5.06666666666667,5,4,6,NA,NA,21,NA,"Clear sky, windy, chilly",1428,"1","Molinia, ling, deer grass",NA,NA,NA,"Rahoy","1428",14.4666666666667,1,6
"100","Open_80","Open_80","skylark",1,117.7,8.31666666666667,8,19,7,NA,NA,28,NA,"Windy, overcast, mild",1849,"2","Ling, molinia, deer grass, some rowan regen",NA,NA,NA,"Rahoy","1849",18.8166666666667,1,7
"101","Open_80","Open_80","grey_wagtail",1,6.5,2.95,2,57,7,NA,NA,28,NA,"Windy, overcast, mild",1849,"2","Ling, molinia, deer grass, some rowan regen",NA,NA,NA,"Rahoy","1849",18.8166666666667,1,7
"102","Open_80","Open_80","skylark",2,46.1,22.3,22,18,7,NA,NA,28,NA,"Windy, overcast, mild",1849,"2","Ling, molinia, deer grass, some rowan regen",NA,NA,NA,"Rahoy","1849",18.8166666666667,1,7
"103","Open_80","Open_80","skylark",1,161,19.1833333333333,19,11,7,NA,NA,28,NA,"Windy, overcast, mild",1849,"2","Ling, molinia, deer grass, some rowan regen",NA,NA,NA,"Rahoy","1849",18.8166666666667,1,7
"104","Open_82","Open_82","meadow_pipit",1,26.9,25,25,0,1,NA,NA,10,NA,"Sun, showers, windy, chilly",1850,"1","Nolinia",NA,NA,NA,"Clounlaid","1850",18.8333333333333,1,1
"105","Open_82","Open_82","skylark",1,16,3,3,0,1,NA,NA,10,NA,"Sun, showers, windy, chilly",1850,"1","Nolinia",NA,NA,NA,"Clounlaid","1850",18.8333333333333,1,1
"106","Open_82","Open_82","skylark",1,25,3,3,0,1,NA,NA,10,NA,"Sun, showers, windy, chilly",1850,"1","Nolinia",NA,NA,NA,"Clounlaid","1850",18.8333333333333,1,1
"107","Open_82","Open_82","skylark",1,13.3,18,18,0,1,NA,NA,10,NA,"Sun, showers, windy, chilly",1850,"1","Nolinia",NA,NA,NA,"Clounlaid","1850",18.8333333333333,1,1
"109","Open_82","Open_82","meadow_pipit",1,102.8,8,8,0,1,NA,NA,10,NA,"Sun, showers, windy, chilly",1850,"1","Nolinia",NA,NA,NA,"Clounlaid","1850",18.8333333333333,1,1
"111","Open_82","Open_82","skylark",1,19.8,6,6,0,1,NA,NA,10,NA,"Sun, showers, windy, chilly",1850,"1","Nolinia",NA,NA,NA,"Clounlaid","1850",18.8333333333333,1,1
"112","Open_9","Open_9","skylark",2,40.5,3.65,3,39,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"113","Open_9","Open_9","meadow_pipit",1,25.5,2.66666666666667,2,40,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"114","Open_9","Open_9","skylark",1,94.4,1.58333333333333,1,35,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"115","Open_9","Open_9","meadow_pipit",2,199.5,21.2333333333333,21,14,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"116","Open_9","Open_9","meadow_pipit",2,40.8,24.9166666666667,24,55,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"117","Open_9","Open_9","meadow_pipit",1,NA,14.3666666666667,14,22,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"118","Open_9","Open_9","skylark",1,NA,27.1166666666667,26,67,16,NA,NA,54,NA,"Clear, breezy, mild",607,"1","Blaeberry, ling, molinia, deer grass",NA,452,NA,"Clounlaid","0607",6.11666666666667,1,16
"120","Regen_0","Regen_0","blue_tit",1,NA,17.5166666666667,17,31,12,NA,NA,36,NA,"Overcast, mild, breeze",551,"3","Ling, big myrtle, birch regen",NA,45,NA,"Rahoy","0551",5.85,1,12
"122","Regen_12","Regen_12","meadow_pipit",1,154,24.7333333333333,24,44,15,NA,NA,50,NA,"Clear, breeze, hot",1834,"1","Molinia, ling",NA,745,NA,"Clounlaid","1834",18.5666666666667,1,15
"123","Regen_12","Regen_12","meadow_pipit",1,140.7,8.2,8,12,15,NA,NA,50,NA,"Clear, breeze, hot",1834,"1","Molinia, ling",NA,745,NA,"Clounlaid","1834",18.5666666666667,1,15
"124","Regen_12","Regen_12","stonechat",1,45.9,19.4,19,24,15,NA,NA,50,NA,"Clear, breeze, hot",1834,"1","Molinia, ling",NA,745,NA,"Clounlaid","1834",18.5666666666667,1,15
"125","Regen_18","Regen_18","willow_warbler",1,75.3,23.1666666666667,23,10,16,NA,NA,58,NA,"Sun, still, hot",1918,"4","Birch, molinia",NA,154,NA,"Rahoy","1918",19.3,1,16
"126","Regen_18","Regen_18","willow_warbler",1,15.5,20.55,20,33,16,NA,NA,58,NA,"Sun, still, hot",1918,"4","Birch, molinia",NA,154,NA,"Rahoy","1918",19.3,1,16
"127","Regen_19","Regen_19","raven",1,212,6.3,6,18,15,NA,NA,49,NA,"Clear sky, hot, breeze",1728,"1","Molini, ling",NA,64,NA,"Clounlaid","1728",17.4666666666667,1,15
"128","Regen_19","Regen_19","buzzard",1,194.3,14.7166666666667,14,43,15,NA,NA,49,NA,"Clear sky, hot, breeze",1728,"1","Molini, ling",NA,64,NA,"Clounlaid","1728",17.4666666666667,1,15
"129","Regen_2","Regen_2","greylag",2,245,26.8166666666667,26,49,15,NA,NA,47,NA,"Sun, clouds, mild, breeze",700,"3","Molinia, ling, birch, oak, rowan",NA,163,NA,"Clounlaid","0700",7,1,15
"130","Regen_2","Regen_2","greylag",2,59.3,1.11666666666667,1,7,15,NA,NA,47,NA,"Sun, clouds, mild, breeze",700,"3","Molinia, ling, birch, oak, rowan",NA,163,NA,"Clounlaid","0700",7,1,15
"131","Regen_21","Regen_21","sand_martin",1,85,5.13333333333333,5,8,11,NA,NA,34,NA,"Overcast, drizzle, mild",609,"3","Meliniea, bog myrtle, birch  rowan, heather",NA,106,NA,"Clounlaid","0609",6.15,1,11
"132","Regen_21","Regen_21","sand_martin",2,88.9,6.4,6,24,11,NA,NA,34,NA,"Overcast, drizzle, mild",609,"3","Meliniea, bog myrtle, birch  rowan, heather",NA,106,NA,"Clounlaid","0609",6.15,1,11
"134","Regen_21","Regen_21","sand_martin",4,NA,15.1166666666667,15,7,11,NA,NA,34,NA,"Overcast, drizzle, mild",609,"3","Meliniea, bog myrtle, birch  rowan, heather",NA,106,NA,"Clounlaid","0609",6.15,1,11
"135","Regen_21","Regen_21","grasshopper_warbler",1,68.6,5.55,5,33,11,NA,NA,34,NA,"Overcast, drizzle, mild",609,"3","Meliniea, bog myrtle, birch  rowan, heather",NA,106,NA,"Clounlaid","0609",6.15,1,11
"136","Regen_21","Regen_21","wood_pigeon",1,NA,23,23,0,11,NA,NA,34,NA,"Overcast, drizzle, mild",609,"3","Meliniea, bog myrtle, birch  rowan, heather",NA,106,NA,"Clounlaid","0609",6.15,1,11
"137","Regen_21","Regen_21","cuckoo",1,325,11.8666666666667,11,52,11,NA,NA,34,NA,"Overcast, drizzle, mild",609,"3","Meliniea, bog myrtle, birch  rowan, heather",NA,106,NA,"Clounlaid","0609",6.15,1,11
"139","Regen_22","Regen_22","raven",1,189.2,24,24,0,4,NA,NA,16,NA,"Sun, wind, chillu",850,"2","Moliia, ling, bog myryle",NA,NA,NA,"Rahoy","0850",8.83333333333333,1,4
"140","Regen_22","Regen_22","cuckoo",1,119.8,16,16,0,4,NA,NA,16,NA,"Sun, wind, chillu",850,"2","Moliia, ling, bog myryle",NA,NA,NA,"Rahoy","0850",8.83333333333333,1,4
"141","Regen_22","Regen_22","meadow_pipit",1,38.4,10,10,0,4,NA,NA,16,NA,"Sun, wind, chillu",850,"2","Moliia, ling, bog myryle",NA,NA,NA,"Rahoy","0850",8.83333333333333,1,4
"142","Regen_22","Regen_22","skylark",1,48.5,0,0,0,4,NA,NA,16,NA,"Sun, wind, chillu",850,"2","Moliia, ling, bog myryle",NA,NA,NA,"Rahoy","0850",8.83333333333333,1,4
"143","Regen_22","Regen_22","raven",1,116,24,24,0,4,NA,NA,16,NA,"Sun, wind, chillu",850,"2","Moliia, ling, bog myryle",NA,NA,NA,"Rahoy","0850",8.83333333333333,1,4
"145","Regen_24","Regen_24","willow_warbler",1,18.1,21,21,0,4,NA,NA,20,NA,"Sun, cloudy, windy, spitting rain",1615,"4","Burch, molinia",NA,NA,NA,"Claggan","1615",16.25,1,4
"146","Regen_24","Regen_24","willow_warbler",1,17.3,0,0,0,4,NA,NA,20,NA,"Sun, cloudy, windy, spitting rain",1615,"4","Burch, molinia",NA,NA,NA,"Claggan","1615",16.25,1,4
"147","Regen_24","Regen_24","blue_tit",1,21.3,8,8,0,4,NA,NA,20,NA,"Sun, cloudy, windy, spitting rain",1615,"4","Burch, molinia",NA,NA,NA,"Claggan","1615",16.25,1,4
"150","Regen_26","Regen_26","great_tit",2,5.5,5.16666666666667,5,10,14,NA,NA,41,NA,"Overcast, mild, still",806,"5","Oak, blaeberry, feather moss",NA,66,NA,"Claggan","0806",8.1,1,14
"152","Regen_36","Regen_36","hooded_crow",1,36.9,3,3,0,4,NA,NA,14,NA,"Sun, gusts",655,"2","Ling  molinia, bog myrtle, vcotton grass",NA,NA,NA,"Rahoy","0655",6.91666666666667,1,4
"153","Regen_36","Regen_36","hooded_crow",1,58,0,0,0,4,NA,NA,14,NA,"Sun, gusts",655,"2","Ling  molinia, bog myrtle, vcotton grass",NA,NA,NA,"Rahoy","0655",6.91666666666667,1,4
"155","Regen_4","Regen_4","skylark",1,80.2,6.95,6,57,9,NA,NA,32,NA,"Windy, patchy clouds, dry",1818,"3","Birch, bluebell, bracken, molinia",NA,206,NA,"Clounlaid","1818",18.3,1,9
